address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
28 Freeland St 1403 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10427170,500,599,549.5,Condo Apartment,Apartment,43.6435887,-79.37399309999999
197 Yonge St 2104 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10415474,500,599,549.5,Condo Apartment,Apartment,43.65343590000001,-79.3791875
108 Peter St 2309 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10430756,0,499,249.5,Condo Apartment,Apartment,43.6476915,-79.3933074
275 Village Green Sq 617 Toronto,1,1,Condo Apt Apartment,2250,0-499,E10404917,0,499,249.5,Condo Apartment,Apartment,43.77935799999999,-79.2830046
33 LOMBARD St 2105 Toronto,1,1,Condo Apt Other,2250,0-499,C10010749,0,499,249.5,Condo Apartment,Other,43.6515439,-79.37537809999999
816 Lansdowne Ave 706 Toronto,1,1,Condo Apt Apartment,2250,500-599,W9300674,500,599,549.5,Condo Apartment,Apartment,43.6656792,-79.4475982
75 Canterbury Pl 2010 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10405056,0,499,249.5,Condo Apartment,Apartment,43.774199,-79.4152874
127 Broadway Ave 1904 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10845389,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
460 Adelaide St E 2107 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,C10288170,600,699,649.5,Condo Apartment,Apartment,43.6529344,-79.36660599999999
205 Frederick St 713 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10440508,600,699,649.5,Condo Apartment,Apartment,43.6517091,-79.3695845
99 Broadway Ave 2007 Nt Toronto,1,1,Condo Apt Apartment,2250,0-499,C10412459,0,499,249.5,Condo Apartment,Apartment,43.7105663,-79.3932957
20 Thomas Riley Rd W 608 Toronto,1,1,Condo Apt Apartment,2250,500-599,W9356361,500,599,549.5,Condo Apartment,Apartment,43.634172,-79.5406824
21 Lawren Harris Sq 610 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10291544,500,599,549.5,Condo Apartment,Apartment,43.65515569999999,-79.35488169999999
251 Jarvis St W 3912 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10426615,500,599,549.5,Condo Apartment,Apartment,43.65737670000001,-79.3744501
55 Cooper St 2208 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9416545,500,599,549.5,Condo Apartment,Apartment,43.6449002,-79.37180579999999
760 The Queensway 510 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,W9506428,600,699,649.5,Condo Apartment,Apartment,43.6261426,-79.5049417
1 Rean Dr 1211 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10441424,600,699,649.5,Condo Apartment,Apartment,43.76515029999999,-79.3834741
78 Tecumseth St 1511 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10428771,500,599,549.5,Condo Apartment,Apartment,43.64307549999999,-79.40531580000001
128 Fairview Mall Dr 907 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10402941,0,499,249.5,Condo Apartment,Apartment,43.77997999999999,-79.3449211
181 Village Green Sq 1417 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,E9382922,600,699,649.5,Condo Apartment,Apartment,43.7788896,-79.2814265
2191 Yonge St 604 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10405625,600,699,649.5,Condo Apartment,Apartment,43.70559790000001,-79.397714
50 Brian Harrison Way 1906 Toronto,1,1,Condo Apt Apartment,2250,500-599,E10425273,500,599,549.5,Condo Apartment,Apartment,43.773816,-79.258804
555 Yonge St N #904 Toronto,1,1,Condo Apt Apartment,2250,600-699,C9400576,600,699,649.5,Condo Apartment,Apartment,43.664717,-79.3840893
88 Grangeway Ave 1801 Toronto,1,1,Condo Apt Apartment,2250,600-699,E9513927,600,699,649.5,Condo Apartment,Apartment,43.7741495,-79.2500409
260 Sackville St 912 Toronto,1,1,Condo Apt Multi-Level,2250,500-599,C9359182,500,599,549.5,Condo Apartment,Multi-Level,43.6611235,-79.3637664
170 Bayview Ave 1101 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9379044,500,599,549.5,Condo Apartment,Apartment,43.6554553,-79.35384660000001
36 Zorra St 3101 Toronto,1,1,Comm Element Condo Apartment,2250,0-499,W10423053,0,499,249.5,Common Element Condo,Apartment,43.619725,-79.5218167
458 Richmond St W 704 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9382102,0,499,249.5,Condo Apartment,Apartment,43.6478501,-79.3958828
14 York St 2811 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10432634,500,599,549.5,Condo Apartment,Apartment,43.64195290000001,-79.38201629999999
33 Charles St E 2302 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10430011,0,499,249.5,Condo Apartment,Apartment,43.6685778,-79.3844795
15 Iceboat Terr 2511 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10413624,500,599,549.5,Condo Apartment,Apartment,43.6405556,-79.3968958
500 Wilson Ave 636 Toronto,1+1,2,Condo Apt Apartment,2250,500-599,C10424464,500,599,549.5,Condo Apartment,Apartment,43.7353752,-79.4454727
120 Parliament St 410 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9396179,500,599,549.5,Condo Apartment,Apartment,43.6537663,-79.36406769999999
255 Village Green Sq 2709 Toronto,1,1,Condo Apt Apartment,2250,500-599,E10430196,500,599,549.5,Condo Apartment,Apartment,43.7796512,-79.2827293
99 Broadway Ave 2612 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9271845,0,499,249.5,Condo Apartment,Apartment,43.7105663,-79.3932957
33 Isabella St 1710 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9375418,0,499,249.5,Condo Apartment,Apartment,43.6676575,-79.3837045
508 WELLINGTON St W 1002 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9387803,0,499,249.5,Condo Apartment,Apartment,43.6434202,-79.3991997
1 Scott St 2905 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9388855,0,499,249.5,Condo Apartment,Apartment,43.64682519999999,-79.3751298
33 Isabella St 2507 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10407613,500,599,549.5,Condo Apartment,Apartment,43.6676575,-79.3837045
33 Frederick Todd Way 501 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10427099,500,599,549.5,Condo Apartment,Apartment,43.7136019,-79.360691
830 Lawrence Ave W 1703 Toronto,1,1,Condo Apt Other,2250,500-599,W9373601,500,599,549.5,Condo Apartment,Other,43.7149909,-79.45438759999999
1928 Lakeshore Blvd W 2603 Toronto,1,1,Condo Apt Apartment,2250,0-499,W10412486,0,499,249.5,Condo Apartment,Apartment,43.6355926,-79.4680985
125 Peter St 2410 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9388510,0,499,249.5,Condo Apartment,Apartment,43.6484754,-79.392676
50 Wellesley St 3901 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10427976,0,499,249.5,Condo Apartment,Apartment,43.6656342,-79.3825671
35 Rolling Mills Rd N613 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10405269,500,599,549.5,Condo Apartment,Apartment,43.6530215,-79.3551959
55 Cooper St 4516 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10423757,500,599,549.5,Condo Apartment,Apartment,43.6449002,-79.37180579999999
85 Wood St 3915 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10429815,0,499,249.5,Condo Apartment,Apartment,43.66278639999999,-79.3792921
50 Ordnance St 2804 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10405613,500,599,549.5,Condo Apartment,Apartment,43.6397778,-79.40995889999999
8 Eglinton Ave E 5606 Toronto,1,1,Condo Apt Apartment,2250,500-599,C10441355,500,599,549.5,Condo Apartment,Apartment,43.7072077,-79.3977826
3 Market St 512 Toronto,1,1,Condo Apt Other,2250,500-599,C9419016,500,599,549.5,Condo Apartment,Other,43.6472534,-79.3711658
238 Simcoe St 302 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9506415,500,599,549.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
195 McCaul St 609 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C9395337,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
1 Yorkville Ave 2806 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9395113,0,499,249.5,Condo Apartment,Apartment,43.6716254,-79.3877935
215 Queen St W 2015 Toronto,1,1,Condo Apt Apartment,2250,0-499,C10420804,0,499,249.5,Condo Apartment,Apartment,43.6504655,-79.3878063
395 Bloor St E 1607 Toronto,1,1,Comm Element Condo Apartment,2250,500-599,C10707826,500,599,549.5,Common Element Condo,Apartment,43.6719746,-79.3774195
21 Vaughan Rd 1902 Toronto,1,1,Condo Apt Apartment,2250,600-699,C10423810,600,699,649.5,Condo Apartment,Apartment,43.6822311,-79.4185933
25 Telegram Mews 2215 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10284861,500,599,549.5,Condo Apartment,Apartment,43.6409971,-79.3946024
2221 Yonge St 1105 Toronto,1+1,1,Condo Apt Apartment,2250,600-699,C9398544,600,699,649.5,Condo Apartment,Apartment,43.7060642,-79.3977203
195 MCCAUL St 516 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10408552,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
100 Dalhousie St 4705 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9270123,0,499,249.5,Condo Apartment,Apartment,43.65631740000001,-79.37669629999999
60 Shuter St 3009 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9509004,0,499,249.5,Condo Apartment,Apartment,43.6550609,-79.3760574
650 King St W 402 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9354188,0,499,249.5,Condo Apartment,Apartment,43.6442687,-79.40177779999999
50 Lombard St 1404 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9415890,500,599,549.5,Condo Apartment,Apartment,43.6518811,-79.3759898
82 Dalhousie St 3615 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9356723,0,499,249.5,Condo Apartment,Apartment,43.655802,-79.3764407
775 King St W 208 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9296149,500,599,549.5,Condo Apartment,Apartment,43.64302199999999,-79.40618429999999
1420 Dupont St 508 Toronto,1+1,2,Condo Apt Apartment,2250,600-699,W9571890,600,699,649.5,Condo Apartment,Apartment,43.6667421,-79.4482712
377 Ridelle Ave 1716 Toronto,1,1,Condo Apt Apartment,2254,700-799,W9245266,700,799,749.5,Condo Apartment,Apartment,43.7038765,-79.44011549999999
2035 Sheppard Ave E 104 Toronto,1,1,Condo Apt Apartment,2260,500-599,C10421936,500,599,549.5,Condo Apartment,Apartment,43.7753305,-79.3358621
2525 Bathurst St 905 Toronto,1,1,Condo Apt Apartment,2265,0-499,C9387348,0,499,249.5,Condo Apartment,Apartment,43.7059936,-79.4261248
50 Ordnance St 604 Toronto,1,1,Condo Apt Apartment,2270,500-599,C9377298,500,599,549.5,Condo Apartment,Apartment,43.6397778,-79.40995889999999
871 Sheppard Ave W 22 Toronto,1,1,Condo Apt 2-Storey,2275,600-699,C9415999,600,699,649.5,Condo Apartment,2-Storey,43.7519033,-79.45451729999999
2 Rean Dr 1114 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10227804,500,599,549.5,Condo Apartment,Apartment,43.7656347,-79.3831635
500 Queens Quay W 309E Toronto,1,1,Condo Apt Apartment,2275,600-699,C10429816,600,699,649.5,Condo Apartment,Apartment,43.6376392,-79.3951333
55 Ontario St 1306 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9395999,0,499,249.5,Condo Apartment,Apartment,43.653598,-79.3662319
1888 Queen St E 305 Toronto,1,1,Condo Apt Apartment,2275,600-699,E9397948,600,699,649.5,Condo Apartment,Apartment,43.6690097,-79.3054535
181 Dundas St E 5115 Toronto,1+1,1,Condo Apt Apartment,2275,500-599,C10441455,500,599,549.5,Condo Apartment,Apartment,43.6570251,-79.374008
181 Dundas St E 3707 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9391946,0,499,249.5,Condo Apartment,Apartment,43.6570251,-79.374008
475 Queen St W 201 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10418077,700,799,749.5,Condo Apartment,Apartment,43.6483832,-79.3976462
4978 Yonge St 306 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10433393,500,599,549.5,Condo Apartment,Apartment,43.76568779999999,-79.4125523
55 Mercer St 2308 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9390326,0,499,249.5,Condo Apartment,Apartment,43.645345,-79.39162999999999
812 Lansdowne Ave 711 Toronto,1,1,Condo Apt Apartment,2275,500-599,W10427699,500,599,549.5,Condo Apartment,Apartment,43.66529939999999,-79.4476767
197 Yonge St 2004 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10409201,500,599,549.5,Condo Apartment,Apartment,43.65343590000001,-79.3791875
1420 Dupont St 815 Toronto,1+1,1,Comm Element Condo Apartment,2275,600-699,W9396028,600,699,649.5,Common Element Condo,Apartment,43.6667421,-79.4482712
161 Roehampton Ave 2005 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10432834,500,599,549.5,Condo Apartment,Apartment,43.70877249999999,-79.3937821
7 King St E 1107 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10428820,700,799,749.5,Condo Apartment,Apartment,43.6492492,-79.3770373
395 Bloor St E 4006 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10441844,500,599,549.5,Condo Apartment,Apartment,43.6719746,-79.3774195
2031 Kennedy Rd 1126 Toronto,1+1,1,Condo Apt Apartment,2280,500-599,E9461777,500,599,549.5,Condo Apartment,Apartment,43.7771628,-79.2842668
275 Yorkland Rd 2412 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10417074,500,599,549.5,Condo Apartment,Apartment,43.7746398,-79.33694849999999
28 Widmer St 3921 Toronto,1,1,Condo Apt Apartment,2280,500-599,C9360003,500,599,549.5,Condo Apartment,Apartment,43.6471784,-79.39160629999999
127 Broadway Ave N 213 Toronto,1,1,Condo Apt Apartment,2280,0-499,C10430490,0,499,249.5,Condo Apartment,Apartment,43.7103794,-79.3921761
181 Village Green Sq 1812 Toronto,1+1,1,Condo Apt Apartment,2280,600-699,E9394407,600,699,649.5,Condo Apartment,Apartment,43.7788896,-79.2814265
36 Lisgar St 2201E Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405293,0,499,249.5,Condo Apartment,Apartment,43.6420208,-79.4233917
69 Lynn Williams St 1410 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10429152,0,499,249.5,Condo Apartment,Apartment,43.6388481,-79.41555710000002
1815 Yonge St 1907 Toronto,1,1,Condo Apt Apartment,2290,500-599,C9395302,500,599,549.5,Condo Apartment,Apartment,43.6961373,-79.3956673
20 Thomas Riley Rd 1903 Toronto,1+1,1,Condo Apt Apartment,2290,500-599,W9769987,500,599,549.5,Condo Apartment,Apartment,43.634172,-79.5406824
2221 Yonge St 2104 Toronto,1,1,Condo Apt Apartment,2290,500-599,C10404830,500,599,549.5,Condo Apartment,Apartment,43.7060642,-79.3977203
215 Queen St W 1302 Toronto,1+1,1,Condo Apt Apartment,2290,0-499,C10427722,0,499,249.5,Condo Apartment,Apartment,43.6504655,-79.3878063
33 Singer Crt 1006 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405228,0,499,249.5,Condo Apartment,Apartment,43.7697426,-79.3688476
15 Lower Jarvis St 2001 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10422675,0,499,249.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
470 Front St W 1010 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10405840,500,599,549.5,Condo Apartment,Apartment,43.6426557,-79.39608439999999
2525 Bathurst St 203 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512428,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 506 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510657,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
28 Ted Rogers Way 1508 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10424180,600,699,649.5,Condo Apartment,Apartment,43.6707118,-79.38052429999999
2525 Bathurst St 307 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512503,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 305 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512492,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
55 Isabella St 708 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9374828,600,699,649.5,Condo Apartment,Apartment,43.6677898,-79.3830931
1603 Eglinton Ave W 406 Toronto,1+1,1,Condo Apt Apartment,2295,700-799,C9396191,700,799,749.5,Condo Apartment,Apartment,43.69691599999999,-79.44310639999999
490 Eglinton St E 506 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513015,600,699,649.5,Condo Apartment,Apartment,43.7101137,-79.3836121
170 Fort York Blvd 906 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10707830,500,599,549.5,Condo Apartment,Apartment,43.6392929,-79.4000267
6200 Bathurst St 212 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513042,600,699,649.5,Condo Apartment,Apartment,43.7909665,-79.44668229999999
490 Eglinton St E 404 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9388386,600,699,649.5,Condo Apartment,Apartment,43.7101137,-79.3836121
2525 Bathurst St 608 Toronto,1,1,Condo Apt Apartment,2295,500-599,C8459512,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
10 York St 1412 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10427716,500,599,549.5,Condo Apartment,Apartment,43.6411454,-79.38131249999999
185 Roehampton Ave 507 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10421221,500,599,549.5,Condo Apartment,Apartment,43.7090751,-79.3928229
70 Distillery Lane 805 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9383256,500,599,549.5,Condo Apartment,Apartment,43.6503828,-79.3579742
2525 Bathurst St 402 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9386046,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
15 Lower Jarvis St 3004 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10433151,500,599,549.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
2525 Bathurst St 408 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9048739,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
55 Isabella St 903 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9268781,500,599,549.5,Condo Apartment,Apartment,43.6677898,-79.3830931
35 Brian Peck Cres 1411 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10441825,600,699,649.5,Condo Apartment,Apartment,43.7145545,-79.3547894
2525 Bathurst St 308 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10404930,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 409 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512558,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 609 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512572,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 309 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9387377,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 410 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510658,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
2525 Bathurst St 205 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512462,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
60 Berwick Ave 501 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9387844,500,599,549.5,Condo Apartment,Apartment,43.704627,-79.4001574
105 ISABELLA St 1003 Toronto,1+0,1,Condo Apt Other,2297,600-699,C9767527,600,699,649.5,Condo Apartment,Other,43.6685082,-79.3799372
325 Yorkland Blvd 1905 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9768902,500,599,549.5,Condo Apartment,Apartment,43.7740203,-79.3323827
10 Gibbs Rd 903 Toronto,1,1,Condo Apt Apartment,2299,500-599,W10416520,500,599,549.5,Condo Apartment,Apartment,43.6387355,-79.55806539999999
20 Bruyeres Mews 1602 Toronto,1,1,Condo Apt Apartment,2299,500-599,C9050768,500,599,549.5,Condo Apartment,Apartment,43.6375024,-79.4009141
840 Queens Plate Dr 312 Toronto,1+1,2,Condo Apt Apartment,2299,600-699,W9382612,600,699,649.5,Condo Apartment,Apartment,43.7204262,-79.6034454
321 KING St W 2705 Toronto,1,1,Condo Apt Apartment,2299,500-599,C10426893,500,599,549.5,Condo Apartment,Apartment,43.6462195,-79.3908433
2 Ridelle Ave 105 Toronto,1,1,Condo Apt Multi-Level,2299,600-699,C9393690,600,699,649.5,Condo Apartment,Multi-Level,43.70730529999999,-79.4273147
7 Concorde Pl 1409 Toronto,1+1,1,Condo Apt Apartment,2299,600-699,C9419220,600,699,649.5,Condo Apartment,Apartment,43.7307739,-79.3273463
88 Harbour St 4602 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10423893,0,499,249.5,Condo Apartment,Apartment,43.6418534,-79.37905649999999
83 Borough Dr 1204 Toronto,1,1,Condo Apt Apartment,2300,600-699,E10427925,600,699,649.5,Condo Apartment,Apartment,43.7727959,-79.2617693
16 Bonnycastle St 1507 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10402723,500,599,549.5,Condo Apartment,Apartment,43.6463554,-79.36504699999999
56 Forest Manor Rd 2808 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10431115,0,499,249.5,Condo Apartment,Apartment,43.7733022,-79.34506019999999
650 King St W 404 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9382813,0,499,249.5,Condo Apartment,Apartment,43.6442687,-79.40177779999999
290 Adelaide St W 1102 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9365966,0,499,249.5,Condo Apartment,Apartment,43.6480809,-79.3910262
575 Bloor St E 601 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421474,500,599,549.5,Condo Apartment,Apartment,43.6719003,-79.3725853
435 Richmond St W 812 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9508079,500,599,549.5,Condo Apartment,Apartment,43.6478501,-79.3958828
50 Ordnance St 3206 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9394640,0,499,249.5,Condo Apartment,Apartment,43.6397778,-79.40995889999999
34 Carscadden Dr 611 Toronto,1,1,Other Apartment,2300,700-799,C9419421,700,799,749.5,Other,Apartment,43.7657429,-79.44375889999999
33 Frederick Todd Way 201 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C10415964,600,699,649.5,Condo Apartment,Apartment,43.7136019,-79.360691
10 Graphophone Grve 904 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,W10408019,500,599,549.5,Condo Apartment,Apartment,43.667448,-79.4422103
